Site,File path
drc,students/prospective-students/drc-orientation.html
eastasianstudies,news-events/news/miyazawa-talk.html
economics,faculty/office-hours.html
ehs,programs/waste-management/documents/battery-bin-locations.xls
eight,academic-programs/core-course/summer-reading.html
eight,advising/new-student-information/new-frosh.html
eight,about/college-eight-people/susan-welte.html
eight,news-events/news/College Eight Environment and Sustainability Calendar.html
eight,advising/new-student-information/new-international-students.html
eight,about/college-eight-people/jason-endres.html
eight,private/index.html
eight,about/college-eight-people/ronnie-lipschutz.html
eight,about/Internship sites.html
eight,activities/leadership-opportunities/student-life-application/index.html
eight,academic-programs/core-course/index.html
eight,feedback.php
eight,about/college-eight-people/shelley-marshall.html
eight,advising/For parents of new frosh.html
eight,about/college-eight-people/barbara-shelley.html
eight,news-events/news/us-constitution-day1.html
eight,friends/Becoming a College Eight Supporter.html
eight,advising/graduation-requirements/index.html
eight,news-events/news/CHESC award.html
eight,activities/leadership-opportunities/mentor-program/mentee-application.html
eight,academic-programs/courses/course-catalog.php
eight,academic-programs/index.html
eight,search.html
eight,academic-programs/SLURP/Index.html
eight,academic-programs/Westside-writing-center.html
eight,residential-life/campus-map.html
eight,news-events/constitution day 2016.html
eight,about/college-eight-people/mari-ortiz-mcguire.html
eight,news-events/news/us-constitution-day.html
eight,advising/index.html
eight,residential-life/move-in-schedule.html
eight,activities/leadership-opportunities/index.html
eight,about/college-eight-people/College Eight Faculty.html
eight,news-events/news/images/Breaking Announcement.html
eight,residential-life/fall-move-in.html
eight,advising/new-student-information/index.html
eight,news-events/news/College 8 naming.html
eight,news-events/news/utopian-dreaming-conference.html
eight,about/sustainability-at-college-eight.html
eight,activities/leadership-opportunities/mentor-program/index.html
eight,residential-life/residential-policies.html
eight,news-events/calendar-2015.html
eight,about/college-eight-people/andrew-fague.html
eight,residential-life/housing-themes.html
eight,about/college-eight-people/asako-kinase-legget.html
eight,about/index.html
eight,news-events/news/Utopian Dreaming.html
eight,news-events/news/index.html
eight,activities/event-highlights/earth-week/calendar.html
eight,activities/leadership-opportunities/student-life-application/recommendation.html
eight,about/singleton.php
eight,activities/commencement/index.html
eight,news-events/news/Happens Every Summer.html
eight,about/college-eight-people/college-eight-fellows.html
eight,activities/commencement/graduation-pledge.html
eight,about/college-eight-people/lauren-reed.html
eight,activities/commencement/senior-commencement-process.html
eight,academic-programs/Faculty Resource Guide.html
eight,activities/commencement/disability-accessibility.html
eight,academic-programs/courses/class-schedule.php
eight,Information-for-new-students/index.html
eight,activities/index.html
eight,about/college-eight-people/liliana-iglesias.html
eight,news-events/news/Winter 2014 update.html
eight,academic-programs/courses/index.html
eight,advising/new-student-information/2015-core-course-enrollment.html
eight,news-events/profiles/Davis commencement.html
eight,news-events/news/Utopia or Catastrophe.10.14.15.doc
eight,advising/ucsc-academic-calendar.html
eight,activities/event-highlights/sustainability-projects.html
eight,friends/index.html
eight,activities/c8-cafe.html
eight,friends/commencement-2010.html
eight,residential-life/index.html
eight,activities/leadership-opportunities/orientation-app.html
eight,about/college-eight-people/jody-croce.html
eight,residential-life/mailroom.html
eight,residential-life/psychological-services.html
eight,activities/leadership-opportunities/student-life-application/application.html
eight,residential-life/move-out-2015-16.html
eight,Information-for-new-students/Get Involved photo.jpg
eight,activities/self-guided-tour.html
eight,about/college-eight-people/jan-burroughs.html
eight,residential-life/faq.html
eight,friends/College Eight Alumni/friends.html
eight,activities/leadership-opportunities/mentor-program/mentor-application.html
eight,about/college-eight-alumni.html
eight,activities/facility-reservations/index.html
eight,news-events/news/Ecotopia House--Developing Affordable Housing for the Future.html
eight,news-events/profiles/featured-profile.html
eight,advising/new-student-information/new-transfer.html
eight,index.html
eight,activities/senate.html
eight,pdfs/Enrollment in the Sustainability Studies minor.pdf
eight,residential-life/move-in-2015-16.html
eight,advising/graduation-requirements/tracking-your-progress.html
eight,activities/commencement/registration.html
eight,friends/alumni-form.html
eight,about/green-panel-video.html
eight,news-events/profiles/kelsey-smith-profile.html
eight,activities/leadership-opportunities/earth-week/index.html
eight,news-events/profiles/lauren-reed-profile.html
eight,about/college-eight-people/baldo-zaragoza.html
eight,activities/posting-policy.html
eight,friends/Friends.html
eight,about/college-eight-people/index.html
eight,friends/commencement-2014.html
eight,academic-programs/Minor in Sustainability Studies.html
eight,academic-programs/core-course/course-sequence.html
eight,activities/leadership-opportunities/student-life-application/application-returner.html
eight,advising/academic-support-resource.html
eight,activities/event-highlights/provost-dinner.html
eight,activities/event-highlights/index.html
eight,activities/commencement/parking-transportation.html
eight,about/forging-partnerships.html
eight,about/college-eight-people/dana-frederick.html
eight,about/college-eight-people/conner-keese.html
eight,about/college-eight-people/jacob-velasquez.html
eight,residential-life/housing-guides.html
eight,residential-life/unwanted-items-hazardous-waste-disposal.html
eight,about/college-eight-people/patrice-monsour.html
eight,academic-programs/images/Course planner.pdf
eight,activities/event-highlights/earth-week/index.html
eight,about/college-eight-people/glenn-stewart.html
eight,friends/alumni.html
eight,news-events/profiles/index.html
eight,about/Internship sites2.html
envs,undergraduate/documents/thesis-archive.txt
eps,academics/alumni/1980.html
events,commencement/2014/index.html
events,commencement/2015/index.html
events,alumniweekend/2014/aw-program/index.html
events,alumniweekend/2013/thank-you-volunteers.html
events,commencement/commencement-speakers.html
events,commencement/2011/index.html
events,launch/index.html
events,commencement/index.html
events,alumniweekend/2014/events/college-eight-sustainability-tour.html
events,alumniweekend/2014/schedule.html
events,alumniweekend/2013/events/drum-feast.html
events,alumniweekend/2013/events/medical-career-panel.html
events,rachelcarsoncollege/index.html
events,sbd/2011/index.html
events,commencement/2012/index.html
events,sbd/2012/index.html
events,founders/2012/honorees.html
feministstudies,news-events/biweekly-update/update-04-10-14.html
feministstudies,news-events/biweekly-update/update-05-02-13.html
financialaid,forms-resources/16-17 Forms/SFAFA_English_16-17.pdf
financialaid,forms-resources/brochures guides/2016_SFAFA_English.pdf
financialaid,types-eligibility/images/cervantes_vanessa_thmb2.jpg
financialaid,forms-resources/brochures guides/2016_SFAFA_Spanish.pdf
financialaid,forms-resources/brochures guides/SFAFA_Spanish_for_web_2014.pdf
financialaid,forms-resources/brochures guides/Some Facts 2012-13.pdf
financialaid,costs/index.html
financialaid,forms-resources/16-17 Forms/SFAFA_Spanish_16-17.pdf
financialaid,forms-resources/brochures guides/Algunos datos 2012-13.pdf
financialaid,forms-resources/brochures guides/Your Guide 2011-12.pdf
fitlife,cruzfit/sponsors.html
foundation,opportunity-fund/fy16-projects.html
foundation,news-events/news/index.html
giving,profiles/students/cervantes.html
giving,reports/2011-12/articles/old-barn.php
giving,index.html
giving,opportunities/index.html
giving,profiles/donors/rhodes.html
giving,profiles/students/index.html
giving,profiles/students/wilson-frey.html
giving,files/Payroll_Deduction_Form.pdf
giving,reports/2012-13 - bak/articles/karen-rhodes.php
giving,profiles/videos.html
giving,why-give/colleges.html
giving,reports/2012-13/articles/karen-rhodes.php
giving,profiles/donors/index.html
giving,profiles/students/cowell_students_quarry.html
giving,news/index.html
global,get-involved/photos.html
graddiv,about/images-pdfs/socy-thumb.jpg
history,undergraduate/prospective_students.html
honors,awards/private/pbk.html
humanities,Newsletter/fall_2012_newsletter.html
humanities,ucsc-celebrates-50-amazing-years.html
ieo,events/International_Photo_Contest/index.html
ieo,events/International_Photo_Contest/2016-gallery-page.html
ieo,events/get_involved/mentorship/2016-17 Peer Mentors.html
ieo,news/index.html
isss,current/mentorship/mentors.html
its,classrooms/media-info/cl8242.html
its,classrooms/media-info/cl8240.html
its,webcast/classrooms.html
its,software/acrobat-etla.html
its,resnet/index.html
its,wireless/waps-classroom.html
its,internal/cruzbuy.html
its,news/power-outage-2016.html
its,project-management/tiu/phase-a.html
its,project-management/tiu/phase-a-isp.html
its,project-management/tiu/phase-a-osp.html
its,classrooms/media-info/cl8250.html
its,classrooms/media-info/cl8252.html
its,classrooms/index.html
its,software/mcca.html
its,resnet/images/new-student-sm.jpg
its,voip/faq.html
its,resnet/images/new-student.jpg
kresge,news-events/news/sustainability-major.html
kresge,news-events/news/images/family-day-2016.html
kresge,commonground/people/students.html
kresge,news-events/news/utopian-dreaming.html
kresge,residential-life/important-kresge-housing-dates/images-documents/slugsslipper-banner.jpg
kresge,kresge-families/images/parents-with-son.jpg
kresge,news-events/news/images/family-day-2016-thumb.jpg
kresge,residential-life/important-kresge-housing-dates/images-documents/space-limited-banner.jpg
math,undergraduate/viewform.html
news,2009/undergraduates.html
news,rss/earth_sciences.xml
news,rss/recent.xml
news,2015/10/utopian-dreaming.html
news,2012/10/facebook-feature-cheerleaders.html
news,latest.jsonp
news,2009/07/3083.html
news,2009/09/3244.html
news,2013/graduate-students.html
news,2013/04/rev-spring-13-alumni-philanthropy-rhodes.html
news,2008/02/index.html
news,2016/05/borders-belonging.html
news,2009/04/2852.html
news,2008/02/1974.html
news,2007/09/1576.html
news,2016/community.html
news,2010/all-audience-areas.html
news,2011/04/review-spring-2011-center-for-entrepreneurship.html
news,rss/all_activities.xml
news,2014/05/chavez-convocation.html
news,2004/05/509.html
news,2016/05/givingday-debut.html
news,2016/gifts-grants.html
news,2014/09/road-construction-update.html
news,2008/03/2048.html
news,2009/03/2771.html
news,2008/undergraduates.html
news,2012/more-news.html
news,2008/administrative_message.html
news,2011/administrative_message.html
news,rss/all_academics.xml
news,2011/04/review-spring-2011-letters.html
news,2016/all-activities.html
news,2015/08/rev-fall-15-alumni-profile-hibbard.html
news,2003/05/356.html
news,2008/01/1889.html
news,2002/06/140.html
news,rss/staff.xml
news,2006/05/876.html
news,2004/06/519.html
news,2009/08/3129.html
news,2016/social_sciences.html
news,2011/education.html
news,2012/alumni.html
news,2003/01/269.html
news,2013/10/miyazawa-lecture.html
news,2010/05/index.html
news,2014/08/images/parents-chat-2.jpg
news,2008/undergraduate_students.html
news,2016/02/keeley-coastal-scholars.html
news,2012/03/protest/dining.html
news,2011/04/class-council-giving-2011.html
news,2009/06/index.html
news,2009/physical_biological.html
news,2007/12/1796.html
news,2014/10/rev-fall-14-TIUCSC.html
news,2016/international.html
news,rss/community.xml
news,2011/11/images/welcome-week-women-350.jpg
news,2015/08/rev-fall-15-alumni-profile-nelson.html
news,2014/03/alumni-meskimen-kuumbwa.html
news,2009/07/3098.html
news,2011/02/index.html
news,2008/06/2183.html
news,2016/experiential-learning.html
news,2012/09/images/move-in-2011.jpg
news,2009/03/index.html
news,2013/06/soc-sci-awards.html
news,2010/06/3751.html
news,2013/01/ucan.html
news,rss/all_audience_areas.xml
news,2012/06/commencement-celebration.html
news,2008/12/index.html
news,2009/04/2909.html
news,2013/10/rev-fall-13-geek-chic-original.not.publish.html
news,2008/10/2464.html
news,2016/donor-news.html
news,2013/all-audience-areas.html
news,2016/all-audience-areas.html
news,2016/sustainability.html
news,2013/10/rev-fall-13-college-collage-sidebar.html
news,2011/12/bone-marrow-drive.html
news,2004/09/1575.html
news,2008/09/2416.html
news,2016/parents-family.html
news,2015/05/commencement-2015.html
news,2011/09/images/welcome-week-students-350.jpg
news,2012/social_sciences.html
news,2016/09/index.html
news,2005/05/696.html
news,rss/student_news.xml
news,2009/more-news.html
news,2010/05/3777.html
news,2002/01/49.html
news,2014/05/rev-spring-14-tangible-change.html
news,2016/alumni.html
news,2003/05/351.html
news,2012/03/protest/index.html
news,2014/10/rev-fall-14-50th-anniversary-events.html
news,2009/10/3279.html
news,2009/ecology-evol-biology.html
news,2011/04/more-zipcars.html
news,2014/05/edge-of-eden-parking.html
news,2008/05/2179.html
news,rss/admissions.xml
news,2014/04/public-safety-april-twenty.html
news,2009/05/2933.html
news,2011/parents-family.html
news,2013/06/commencement-2013-highlights.html
news,2002/07/161.html
news,2014/09/seeding-innovation.html
news,2011/09/images/welcome-week-women-3501.jpg
news,rss/faculty.xml
news,2015/04/bike-to-work-week.html
news,2016/05/commencement-2016.html
news,2004/09/552.html
news,2014/04/alumni-weekend-2014-feature-story.html
news,2016/genomics.html
news,2013/09/kahn-carrie.html
news,2009/social_sciences.html
news,2013/undergraduates.html
news,tuesday-newsday/2016/september-20/index.html
news,2016/more-news.html
news,2015/05/weekend-power-interruption.html
news,rss/donor-news.xml
news,2012/sustainability.html
news,2014/06/curriculum-changes.html
news,2015/05/chavez-convocation.html
news,inthenews/2013/index.html
news,2011/community.html
news,2013/staff.html
news,2011/more-news.html
news,2012/06/commencement-2012.html
news,2016/prospective-students.html
news,2009/news-briefs.html
news,2011/10/in-memoriam-camila-lee.html
news,2013/06/in-memoriam-ulisses-fonseca.html
news,2015/08/rev-fall-15-alumneye.html
news,2013/09/index.html
news,tuesday-newsday/2016/may-17/index.html
news,2015/03/rev-spring-15-tiucsc.html
news,2012/news-briefs.html
news,2011/in-memoriam.html
news,2014/10/rev-fall-14-alumneye.html
news,2009/06/3023.html
news,video/index.html
news,2012/faculty.html
news,2002/04/103.html
news,2014/04/strike-activity/uaw/dining.html
news,2009/environmental-studies.html
news,2005/09/735.html
news,2011/12/crime-bulletin-backpacks.html
news,newsletter/september_2015/index.html
news,2014/05/commencement-2014.html
news,2015/10/layla-cervantes-young-scientist-2015.html
news,2008/12/2615.html
news,2012/10/election-night.html
news,2014/05/tchad-sanger-registrar.html
news,2011/student-news.html
news,2004/05/506.html
news,2008/all-activities.html
news,2012/environmental-studies.html
news,2009/08/3160.html
news,2016/physical_biological.html
news,2012/04/index.html
news,newsletter/november_2015/index.html
news,2010/09/harvest-festival.html
news,index.html
news,2016/04/fast-pitch-softball.html
news,2008/student-news.html
news,2010/03/3638.html
news,2011/press_releases_page.html
news,rss/donors.xml
news,2012/05/in-memoriam-trevor-krieg.html
news,2009/news_briefs.html
news,2012/02/johnston-award.html
news,2011/10/review-fall-2011-alumni-notes.html
news,2012/04/review-alumni-notes.html
news,inthenews/2014/index.html
news,2016/06/archivist.html
news,2012/student-news.html
news,2016/08/saea-students.html
news,rss/social-consciousness.xml
news,2012/administration.html
news,2016/research.html
news,2011/03/index.html
news,2012/05/college-provosts.html
news,2016/student-news.html
news,2015/02/upcoming-power-outage.html
news,2013/faculty.html
news,2008/in-memoriam.html
news,2010/undergraduate_students.html
news,2013/03/hay-barn.html
news,2016/02/index.html
news,2009/11/3406.html
news,rss/research.xml
news,2014/05/rev-spring-14-alumneye.html
news,2011/all-audience-areas.html
news,2014/05/rev-spring-14-TIUCSC.html
news,2009/10/3260.html
news,2016/graduate-students.html
news,2016/undergraduates.html
news,2011/undergraduates.html
news,2016/social-consciousness.html
news,2013/04/alumni-reunion-highlights-feature-2013.html
news,2010/undergraduates.html
news,2011/all-activities.html
news,2012/04/calsoyas-essay.html
news,2009/02/2758.html
news,2012/04/police-4-20.html
news,2011/alumni.html
news,2015/05/wendy-baxter-outstanding-staff-award-2015.html
news,2009/04/2866.html
news,2016/all_academics.html
news,2014/08/road-construction.html
news,2015/09/natural-reserves-chair.html
news,2011/staff.html
news,2011/03/soc-sci-awards.html
news,2014/09/move-in-notice.html
news,rss/undergraduate_students.xml
news,2009/05/2923.html
news,2016/earth-sciences.html
news,2013/more-news.html
news,2012/10/rev-fall-12-classrooms-without-walls.html
news,2010/04/3661.html
news,2009/07/3081.html
news,2015/02/campus-advisory.html
news,2013/administrative_message.html
news,2015/04/public-safety-alert-four-twenty.html
news,2011/10/images/welcome-week-students-350.jpg
news,2011/04/review-spring-2011-farming-to-pharmaceuticals.html
news,rss/press_releases_page.xml
news,2011/social_sciences.html
news,2013/04/rev-spring-13-working-hand-in-hand.html
news,2013/all-activities.html
news,2009/07/3117.html
news,2009/electrical-engineering.html
news,2016/05/chavez-convocation.html
news,2016/08/alums-film-academy.html
news,2016/03/alumni-weekend-2016.html
news,2012/05/index.html
news,2016/staff.html
news,2009/04/2863.html
news,2010/07/3945.html
news,2014/07/construction-delays-traffic.html
news,2013/04/ucsc-talent-show.html
news,2009/student-news.html
news,2013/06/commencement-speakers-2013.html
news,2015/10/one-people-one-reef.html
news,2012/01/bone-marrow-drive.html
news,2008/all-audience-areas.html
news,rss/news-home.xml
news,2009/03/2807.html
news,2010/more-news.html
news,2011/donors.html
news,2010/11/index.html
news,2010/04/3712.html
news,2012/04/earth-day.html
news,2003/09/395.html
news,rss/international.xml
news,2011/09/images/welcome-week-students-3501.jpg
news,2010/06/3891.html
news,rss/alumni.xml
news,2016/09/webster-foundation-healthy-planet.html
news,2013/11/strike-activity/dining.html
news,2011/10/index.html
news,2012/09/founders-celebration.html
news,2011/10/images/welcome-week-students-3501.jpg
news,2013/interdisciplinary.html
news,2016/05/sustainability-awards.html
news,2015/03/rev-spring-15-philanthropy-comics.html
news,2010/11/memoriam-sophia-garcia-robles.html
news,2016/06/houser-steck-award-feature.html
news,2011/faculty.html
news,2015/05/library-endowment-investiture.html
news,rss/prospective_students.xml
news,rss/experiential-learning.xml
news,2009/prospective-students.html
news,2009/05/2922.html
news,2016/recent.html
news,2015/11/rev-fall-15-alumni-profile-nelson-0815.html
news,2016/02/climate-conference-2016-post.html
news,2013/11/rev-fall-13-geek-chic.html
news,2008/10/2463.html
news,2009/engineering.html
news,2009/09/3243.html
news,2011/09/images/welcome-week-women-350.jpg
news,2012/appointments.html
news,2014/06/sustainability.html
news,2015/03/hay-barn-raising.html
news,2013/11/frank-andrews.html
news,2009/03/images/rajan_itc.220.jpg
news,newsletter/april_2011/index.html
news,2011/09/ucsc-welcome-week-begins.html
news,2016/admissions.html
news,2015/07/gliessman-chair.html
news,2016/press_releases_page.html
news,2016/09/rachel-carson-college.html
news,2013/03/hay-barn-message.html
news,2009/undergraduate_students.html
news,2016/faculty.html
news,rss/graduate_students.xml
news,rss/gifts-grants.xml
news,rss/parents_of_students.xml
news,2010/10/digital-media.html
news,2016/ocean-sciences.html
news,2011/news-briefs.html
news,2011/04/earth-week-2011-festivities.html
news,2015/06/summery-summary-roundup-story-2015.html
news,2012/all-audience-areas.html
news,2013/student-news.html
news,rss/gifts_grants.xml
news,rss/sustainability.xml
news,2013/04/April-20-information.html
news,2010/student-news.html
news,2015/04/wild-life.html
news,2008/05/2214.html
news,2012/press_releases_page.html
news,2013/04/rev-spring-13-tiucsc.html
news,2008/06/2304.html
news,2009/all_academics.html
news,2013/03/alumni-weekend-2013-go-to-your-happy-place.html
news,2011/environmental-studies.html
news,2009/05/2941.html
news,2011/02/burgueno.html
news,2009/prospective_students.html
news,2009/all-audience-areas.html
news,2006/04/855.html
news,2011/12/Environmental-Studies-experiential-education.html
news,2010/11/day-of-service.html
news,2012/experiential-learning.html
news,rss/ocean_sciences.xml
news,2012/undergraduates.html
news,2013/04/chavez-convocation.html
news,2015/12/climate-conference-declaration.html
news,2013/social-consciousness.html
news,2007/06/1389.html
news,2013/06/index.html
news,2015/03/rev-spring-15-family-ties.html
news,2016/08/alumni-weekend-2016-storycruz.html
news,2015/05/mens-volleyball.html
news,2015/01/1965-dress-up-day-feature-story.html
news,2009/05/2942.html
news,2016/donors.html
news,newsletter/august_2011/index.html
news,2016/05/summery-smmary-roundup-story-2016.html
news,2012/all-activities.html
news,2009/04/2859.html
news,2009/all-activities.html
news,2015/03/barn-raising.html
news,2015/03/rev-spring-15-exquisite-campus.html
news,2010/10/review-fall-2010-easter-eggs.html
oakes,images 2016/Food photo 2.jpg
oakes,activities/posting.html
oakes,activities/welcome-week/schedule.html
officeofresearch-new,news-events/news/index.html
